category_id,title,parent_1,parent_2,parent_3
hypnosis,Hypnosis/Hypnotherapy,health,,
iberian,Iberian,restaurants,,
icecream,Ice Cream & Frozen Yogurt,food,,
icedelivery,Ice Delivery,localservices,,
immigrationlawyers,Immigration Law,lawyers,,
immunodermatologists,Immunodermatologists,physicians,,
importedfood,Imported Food,food,,
indonesian,Indonesian,restaurants,,
indoor_playcenter,Indoor Playcentre,active,,
indoorlandscaping,Indoor Landscaping,professional,,
indpak,Indian,restaurants,,
infectiousdisease,Infectious Disease Specialists,physicians,,
installmentloans,Installment Loans,financialservices,,
insulationinstallation,Insulation Installation,homeservices,,
insurance,Insurance,financialservices,,
interiordesign,Interior Design,homeservices,,
interlocksystems,Interlock Systems,auto,,
internalmed,Internal Medicine,physicians,,
international,International,restaurants,,
internetbooth,Internet Booths & Calling Centers,localservices,,
internetcafe,Internet Cafes,food,,
intervaltraininggyms,Interval Training Gyms,gyms,,
intlgrocery,International Grocery,food,,
investing,Investing,financialservices,,
iplaw,IP & Internet Law,lawyers,,
irish,Irish,restaurants,,
irish_pubs,Irish Pub,bars,,
irrigation,Irrigation,homeservices,,
island_pub,Island Pub,restaurants,,
isps,Internet Service Providers,homeservices,professional,
israeli,Israeli,restaurants,,
italian,Italian,restaurants,,
itservices,IT Services & Computer Repair,localservices,,
ivhydration,IV Hydration,health,,
izakaya,Izakaya,japanese,,
jailsandprisons,Jails & Prisons,publicservicesgovt,,
jaliscan,Jaliscan,mexican,,
japacurry,Japanese Curry,japanese,,
japanese,Japanese,restaurants,,
jazzandblues,Jazz & Blues,arts,nightlife,
jetskis,Jet Skis,active,,
jewelry,Jewelry,shopping,,
jewelryrepair,Jewelry Repair,localservices,,
jewish,Jewish,restaurants,,
jpsweets,Japanese Sweets,food,,
juicebars,Juice Bars & Smoothies,food,,
junkremovalandhauling,Junk Removal & Hauling,localservices,,
junkyards,Junkyards,localservices,,
kaiseki,Kaiseki,japanese,,
karaoke,Karaoke,nightlife,,
karaokerental,Karaoke Rental,partyequipmentrentals,,
karate,Karate,martialarts,,
kebab,Kebab,restaurants,,
kickboxing,Kickboxing,martialarts,,
kids_activities,Kids Activities,active,,
kidshairsalons,Kids Hair Salons,hair,,
kimonos,Kimonos,fashion,,
kiosk,Kiosk,shopping,food,
kitchenandbath,Kitchen & Bath,homeandgarden,,
kitchenincubators,Kitchen Incubators,realestate,,
kitchensupplies,Kitchen Supplies,kitchenandbath,,
kiteboarding,Kiteboarding,active,,
knifesharpening,Knife Sharpening,localservices,,
knittingsupplies,Knitting Supplies,shopping,,
kombucha,Kombucha,food,,
kopitiam,Kopitiam,restaurants,,
korean,Korean,restaurants,,
kosher,Kosher,restaurants,,
kurdish,Kurdish,restaurants,,
kushikatsu,Kushikatsu,japanese,,
laboratorytesting,Laboratory Testing,diagnosticservices,,
lactationservices,Lactation Services,health,,
lahmacun,Lahmacun,turkish,,
lakes,Lakes,active,,
lancenters,LAN Centers,arts,,
landmarks,Landmarks & Historical Buildings,publicservicesgovt,,
landscapearchitects,Landscape Architects,homeservices,,
landscaping,Landscaping,homeservices,,
landsurveying,Land Surveying,realestatesvcs,,
language_schools,Language Schools,specialtyschools,,
laos,Laos,restaurants,,
laotian,Laotian,restaurants,,
laser_hair_removal,Laser Hair Removal,hairremoval,,
laserlasikeyes,Laser Eye Surgery/Lasik,health,,
lasertag,Laser Tag,active,,
latin,Latin American,restaurants,,
laundromat,Laundromat,laundryservices,,
laundryservices,Laundry Services,localservices,,
lawn_bowling,Lawn Bowling,active,,
lawnservices,Lawn Services,landscaping,,
lawyers,Lawyers,professional,,
leather,Leather Goods,fashion,,
lebanese,Lebanese,mideastern,,
legalservices,Legal Services,professional,,
libraries,Libraries,publicservicesgovt,,
liceservices,Lice Services,health,,
lifecoach,Life Coach,professional,,
lifeinsurance,Life Insurance,insurance,,
lighting,Lighting Fixtures & Equipment,homeservices,,
lightingstores,Lighting Stores,homeandgarden,,
ligurian,Ligurian,italian,,
limos,Limos,transport,,
linens,Linens,homeandgarden,,
lingerie,Lingerie,fashion,,
livestocksupply,Livestock Feed & Supply,shopping,,
localfishstores,Local Fish Stores,petstore,,
localflavor,Local Flavor,,,
localservices,Local Services,,,
locksmiths,Keys & Locksmiths,homeservices,,
lounges,Lounges,bars,,
luggage,Luggage,shopping,,
luggagestorage,Luggage Storage,travelservices,,
lumbard,Lumbard,italian,,
lyonnais,Lyonnais,restaurants,,
macarons,Macarons,gourmet,,
machinerental,Machine & Tool Rental,localservices,,
machineshops,Machine Shops,localservices,,
madeira,Madeira,portuguese,,
magicians,Magicians,eventservices,,
mags,Newspapers & Magazines,media,,
mahjong,Mah Jong Halls,arts,,
mailboxcenters,Mailbox Centers,localservices,,
makerspaces,Makerspaces,arts,,
makeupartists,Makeup Artists,beautysvc,,
malaysian,Malaysian,restaurants,,
mamak,Mamak,malaysian,,
marchingbands,Marching Bands,arts,,
marinas,Marinas,auto,,
marketing,Marketing,professional,,
markets,Fruits & Veggies,gourmet,,
marketstalls,Market Stalls,shopping,,
martialarts,Martial Arts,fitness,,
masonry_concrete,Masonry/Concrete,homeservices,,
massage,Massage,beautysvc,,
massage_schools,Massage Schools,specialtyschools,,
massage_therapy,Massage Therapy,health,,
massmedia,Mass Media,,,
matchmakers,Matchmakers,professional,,
materialeelettrico,Materiale elettrico,homeandgarden,,
maternity,Maternity Wear,fashion,,
mattresses,Mattresses,homeandgarden,,
mauritius,Mauritius,french,,
meaderies,Meaderies,food,,
meatballs,Meatballs,restaurants,,
meats,Meat Shops,gourmet,,
medcenters,Medical Centers,health,,
media,"Books, Mags, Music & Video",shopping,,
mediators,Mediators,professional,,
medicalfoot,Medical Foot Care,health,,
medicallaw,Medical Law,lawyers,,
medicalspa,Medical Spas,beautysvc,health,
medicalsupplies,Medical Supplies,shopping,,
medicaltransportation,Medical Transportation,health,,
meditationcenters,Meditation Centers,fitness,,
mediterranean,Mediterranean,restaurants,,
memorycare,Memory Care,health,,
menscloth,Men's Clothing,fashion,,
menshair,Men's Hair Salons,hair,,
metaldetectorservices,Metal Detector Services,localservices,,
metalfabricators,Metal Fabricators,localservices,,
metrostations,Metro Stations,transport,,
mexican,Mexican,restaurants,,
mideastern,Middle Eastern,restaurants,,
midwives,Midwives,health,,
militarysurplus,Military Surplus,shopping,,
milkbars,Milk Bars,restaurants,,
milkshakebars,Milkshake Bars,food,,
minho,Minho,portuguese,,
mini_golf,Mini Golf,active,,
mistingsystemservices,Misting System Services,localservices,,
mobile_home_repair,Mobile Home Repair,homeservices,,
mobiledentrepair,Mobile Dent Repair,auto,,
mobilehomes,Mobile Home Dealers,realestate,,
mobileparks,Mobile Home Parks,realestate,,
mobilephonerepair,Mobile Phone Repair,itservices,,
mobilephones,Mobile Phones,shopping,,
mobilityequipment,Mobility Equipment Sales & Services,auto,,
modern_australian,Modern Australian,restaurants,,
modern_european,Modern European,restaurants,,
mohels,Mohels,eventservices,,
mongolian,Mongolian,restaurants,,
montessori,Montessori Schools,education,,
moroccan,Moroccan,restaurants,,
mortgagebrokers,Mortgage Brokers,realestate,,
mortgagelenders,Mortgage Lenders,financialservices,,
mortuaryservices,Mortuary Services,funeralservices,,
mosques,Mosques,religiousorgs,,
motodealers,Motorsport Vehicle Dealers,auto,,
motorcycle_rental,Motorcycle Rental,hotelstravel,,
motorcycledealers,Motorcycle Dealers,auto,,
motorcyclepartsandsupplies,Motorcycle Parts & Supplies,autopartssupplies,,
motorcyclerepair,Motorcycle Repair,auto,,
motorcyclinggear,Motorcycle Gear,shopping,,
motorepairs,Motorsport Vehicle Repairs,auto,,
mountainbiking,Mountain Biking,active,,
mountainhuts,Mountain Huts,hotels,,
movers,Movers,homeservices,,
movietheaters,Cinema,arts,,
muaythai,Muay Thai,martialarts,,
municipality,Municipality,publicservicesgovt,,
museums,Museums,arts,,
musicalinstrumentsandteachers,Musical Instruments & Teachers,shopping,,
musicians,Musicians,eventservices,,
musicinstrumentservices,Musical Instrument Services,localservices,,
musicproduction,Music Production Services,professional,,
musicvenues,Music Venues,arts,nightlife,
musicvideo,Music & DVDs,media,,
mystics,Mystics,psychic_astrology,,
nailtechnicians,Nail Technicians,othersalons,,
nannys,Nanny Services,localservices,,
napoletana,Napoletana,italian,,
nasilemak,Nasi Lemak,food,,
naturalgassuppliers,Natural Gas Suppliers,utilities,,
naturopathic,Naturopathic/Holistic,physicians,,
nephrologists,Nephrologists,physicians,,
neurologist,Neurologist,physicians,,
neuropathologists,Neuropathologists,physicians,,
neurotologists,Neurotologists,physicians,,
newamerican,American (New),restaurants,,
newcanadian,Canadian (New),restaurants,,
newmexican,New Mexican Cuisine,restaurants,,
newzealand,New Zealand,restaurants,,
nicaraguan,Nicaraguan,restaurants,,
nicois,Nicoise,french,,
nightfood,Night Food,restaurants,,
nightlife,Nightlife,,,
nikkei,Nikkei,restaurants,,
nonprofit,Community Service/Non-Profit,localservices,,
noodles,Noodles,restaurants,,
norcinerie,Norcinerie,restaurants,,
northeasternbrazilian,Northeastern Brazilian,brazilian,,
northernbrazilian,Northern Brazilian,brazilian,,
northerngerman,Northern German,german,,
northernmexican,Northern Mexican,mexican,,
norwegian,Traditional Norwegian,restaurants,,
notaries,Notaries,localservices,,
nudist,Nudist,active,,
nursepractitioner,Nurse Practitioner,health,,
nursingschools,Nursing Schools,specialtyschools,,
nutritionists,Nutritionists,health,,
nyonya,Nyonya,malaysian,,
oaxacan,Oaxacan,mexican,,
obgyn,Obstetricians & Gynecologists,physicians,,
observatories,Observatories,arts,,
occupationaltherapy,Occupational Therapy,health,,
oden,Oden,japanese,,
officecleaning,Office Cleaning,professional,,
officeequipment,Office Equipment,shopping,,
officiants,Officiants,eventservices,,
oilchange,Oil Change Stations,auto,,
okinawan,Okinawan,japanese,,
okonomiyaki,Okonomiyaki,japanese,,
oliveoil,Olive Oil,gourmet,,
oncologist,Oncologist,physicians,,
onigiri,Onigiri,japanese,,
opensandwiches,Open Sandwiches,restaurants,,
opera,Opera & Ballet,arts,,
opthamalogists,Ophthalmologists,physicians,,
opticians,Eyewear & Opticians,shopping,,
optometrists,Optometrists,health,,
oralsurgeons,Oral Surgeons,dentists,,
organdonorservices,Organ & Tissue Donor Services,health,,
organic_stores,Organic Stores,food,,
oriental,Oriental,restaurants,,
orthodontists,Orthodontists,dentists,,
orthopedists,Orthopedists,physicians,,
orthotics,Orthotics,health,,
osteopathicphysicians,Osteopathic Physicians,physicians,,
osteopaths,Osteopaths,medcenters,,
othersalons,Nail Salons,beautysvc,,
otologists,Otologists,physicians,,
ottomancuisine,Ottoman Cuisine,turkish,,
outdoorfurniture,Outdoor Furniture Stores,homeandgarden,,
outdoorgear,Outdoor Gear,sportgoods,,
outdoormovies,Outdoor Movies,movietheaters,,
outdoorpowerequipmentservices,Outdoor Power Equipment Services,localservices,,
outlet_stores,Outlet Stores,shopping,,
oxygenbars,Oxygen Bars,health,,
oyakodon,Oyakodon,donburi,,
pachinko,Pachinko,arts,,
packingservices,Packing Services,homeservices,,
packingsupplies,Packing Supplies,shopping,,
paddleboarding,Paddleboarding,active,,
painmanagement,Pain Management,physicians,,
paintandsip,Paint & Sip,arts,,
paintball,Paintball,active,,
painters,Painters,homeservices,,
paintstores,Paint Stores,homeandgarden,,
paintyourownpottery,Paint-Your-Own Pottery,artsandcrafts,,
pakistani,Pakistani,restaurants,,
palatine,Palatine,german,,
panasian,Pan Asian,restaurants,,
pancakes,Pancakes,breakfast_brunch,,
panzerotti,Panzerotti,food,,
paragliding,Paragliding,active,,
parasailing,Parasailing,active,,
parentingclasses,Parenting Classes,specialtyschools,,
parking,Parking,auto,,
parklets,Parklets,localflavor,,
parks,Parks,active,,
parma,Parma,restaurants,,
partybikerentals,Party Bike Rentals,eventservices,,
partybusrentals,Party Bus Rentals,eventservices,,
partycharacters,Party Characters,eventservices,,
partyequipmentrentals,Party Equipment Rentals,eventservices,,
partysupplies,Party Supplies,eventservices,,
passportvisaservices,Passport & Visa Services,travelservices,,
pastashops,Pasta Shops,gourmet,,
patentlaw,Patent Law,professional,,
pathologists,Pathologists,physicians,,
patiocoverings,Patio Coverings,homeservices,,
pawn,Pawn Shops,shopping,,
paydayloans,Check Cashing/Pay-day Loans,financialservices,,
payroll,Payroll Services,professional,,
pediatric_dentists,Pediatric Dentists,dentists,,
pediatricians,Pediatricians,physicians,,
pedicabs,Pedicabs,transport,,
pekinese,Pekinese,chinese,,
pensions,Pensions,hotels,,
perfume,Perfume,beautysvc,shopping,
periodontists,Periodontists,dentists,,
permanentmakeup,Permanent Makeup,beautysvc,,
persian,Persian/Iranian,restaurants,,
personal_injury,Personal Injury Law,lawyers,,
personal_shopping,Personal Shopping,shopping,,
personalassistants,Personal Assistants,professional,,
personalcare,Personal Care Services,health,,
personalchefs,Personal Chefs,eventservices,,
peruvian,Peruvian,restaurants,,
pest_control,Pest Control,localservices,,
pet_sitting,Pet Sitting,petservices,,
pet_training,Pet Training,petservices,,
petadoption,Pet Adoption,pets,,
petboarding,Pet Boarding,pet_sitting,,
petbreeders,Pet Breeders,petservices,,
petcremation,Pet Cremation Services,petservices,,
pethospice,Pet Hospice,petservices,,
petinsurance,Pet Insurance,petservices,,
petphotography,Pet Photography,petservices,,
pets,Pets,,,
petservices,Pet Services,pets,,
petstore,Pet Stores,pets,,
pettingzoos,Petting Zoos,zoos,,
pettransport,Pet Transportation,petservices,,
petwasteremoval,Pet Waste Removal,petservices,,
pfcomercial,PF/Comercial,restaurants,,
pharmacy,Pharmacy,health,,
phlebologists,Phlebologists,physicians,,
photoboothrentals,Photo Booth Rentals,eventservices,,
photoclasses,Photography Classes,specialtyschools,,
photographers,Photographers,eventservices,,
photographystores,Photography Stores & Services,shopping,,
physicaltherapy,Physical Therapy,health,,
physicians,Doctors,health,,
piadina,Piadina,food,,
pianobars,Piano Bars,nightlife,,
pianoservices,Piano Services,musicinstrumentservices,,
pianostores,Piano Stores,musicinstrumentservices,,
pickleball,Pickleball,active,,
pickyourown,Pick Your Own Farms,farms,,
piemonte,Piemonte,italian,,
piercing,Piercing,beautysvc,,
pierogis,Pierogis,polish,,
pilates,Pilates,fitness,,
pita,Pita,restaurants,,
pizza,Pizza,restaurants,,
placentaencapsulation,Placenta Encapsulations,health,,
planetarium,Planetarium,arts,,
plasticsurgeons,Plastic Surgeons,physicians,,
playgrounds,Playgrounds,active,,
playsets,Playsets,homeandgarden,,
plumbing,Plumbing,homeservices,,
plus_size_fashion,Plus Size Fashion,fashion,,
podiatrists,Podiatrists,physicians,,
poke,Poke,food,,
poledancingclasses,Pole Dancing Classes,specialtyschools,,
policedepartments,Police Departments,publicservicesgovt,,
polish,Polish,restaurants,,
polynesian,Polynesian,restaurants,,
poolbilliards,Pool & Billiards,shopping,,
poolcleaners,Pool Cleaners,homeservices,,
poolhalls,Pool Halls,nightlife,,
poolservice,Pool & Hot Tub Service,homeservices,,
popcorn,Popcorn Shops,gourmet,,
popuprestaurants,Pop-Up Restaurants,restaurants,,
popupshops,Pop-up Shops,shopping,,
portabletoiletservices,Portable Toilet Services,localservices,,
portuguese,Portuguese,restaurants,,
postoffices,Post Offices,publicservicesgovt,,
postpartumcare,Postpartum Care,health,,
potatoes,Potatoes,restaurants,,
poutineries,Poutineries,restaurants,,
powdercoating,Powder Coating,localservices,,
prenatal,Prenatal/Perinatal Care,health,,
preschools,Preschools,education,,
pressurewashers,Pressure Washers,homeservices,,
pretzels,Pretzels,food,,
preventivemedicine,Preventive Medicine,physicians,,
printmedia,Print Media,massmedia,,
privateinvestigation,Private Investigation,professional,,
privatejetcharter,Private Jet Charter,transport,,
privateschools,Private Schools,education,,
privatetutors,Private Tutors,education,,
processservers,Process Servers,legalservices,,
proctologist,Proctologists,physicians,,
productdesign,Product Design,professional,,
professional,Professional Services,,,
propane,Propane,localservices,,
propertymgmt,Property Management,realestate,,
props,Props,shopping,,
prosthetics,Prosthetics,health,,
prosthodontists,Prosthodontists,health,,
provencal,Provencal,french,,
psychiatrists,Psychiatrists,physicians,,
psychic_astrology,Supernatural Readings,arts,,
psychicmediums,Psychic Mediums,psychic_astrology,,
psychics,Psychics,psychic_astrology,,
psychoanalysts,Psychoanalysts,c_and_mh,,
psychologists,Psychologists,c_and_mh,,
psychotechnicaltests,Psychotechnical Tests,health,,
psychotherapists,Psychotherapists,c_and_mh,,
pubfood,Pub Food,restaurants,,
publicadjusters,Public Adjusters,professional,,
publicart,Public Art,localflavor,,
publicmarkets,Public Markets,shopping,,
publicplazas,Public Plazas,active,,
publicrelations,Public Relations,professional,,
publicservicesgovt,Public Services & Government,,,
publictransport,Public Transportation,transport,,
pubs,Pubs,bars,,
pueblan,Pueblan,mexican,,
puertorican,Puerto Rican,caribbean,,
pulmonologist,Pulmonologist,physicians,,
pulquerias,Pulquerias,bars,,
pumpkinpatches,Pumpkin Patches,homeandgarden,,
qigong,Qi Gong,fitness,,
races,Races & Competitions,active,,
racetracks,Race Tracks,arts,,
racingexperience,Racing Experience,active,,
radiologists,Radiologists,physicians,,
radiostations,Radio Stations,massmedia,,
rafting,Rafting/Kayaking,active,,
ramen,Ramen,japanese,,
ranches,Ranches,farms,,
raw_food,Live/Raw Food,restaurants,,
realestate,Real Estate,homeservices,,
realestateagents,Real Estate Agents,realestate,,
realestatelawyers,Real Estate Law,lawyers,,
realestatesvcs,Real Estate Services,realestate,,
record_labels,Record Labels,localservices,,
recording_studios,Recording & Rehearsal Studios,localservices,,
recreation,Recreation Centers,active,,
recyclingcenter,Recycling Center,localservices,,
refinishing,Refinishing Services,homeservices,,
reflexology,Reflexology,health,,
registrationservices,Registration Services,auto,,
registry_office,Registry Office,publicservicesgovt,,
rehabilitation_center,Rehabilitation Center,health,,
reiki,Reiki,health,,
religiousitems,Religious Items,shopping,,
religiousorgs,Religious Organizations,,,
religiousschools,Religious Schools,education,,
rentfurniture,Furniture Rental,localservices,,
reproductivehealthservices,Reproductive Health Services,health,,
reptileshops,Reptile Shops,petstore,,
residences,Residences,hotels,,
resorts,Resorts,hotelstravel,,
restaurants,Restaurants,,,
reststops,Rest Stops,hotels,,
retinaspecialists,Retina Specialists,opthamalogists,,
retirement_homes,Retirement Homes,health,,
reunion,Reunion,french,,
reupholstery,Furniture Reupholstery,localservices,,
rhematologists,Rheumatologists,physicians,,
rhinelandian,Rhinelandian,german,,
ribatejo,Ribatejo,portuguese,,
riceshop,Rice,restaurants,,
roadsideassist,Roadside Assistance,auto,,
robatayaki,Robatayaki,japanese,,
rock_climbing,Rock Climbing,active,,
rodeo,Rodeo,arts,,
rodizios,Rodizios,brazilian,,
roman,Roman,italian,,
romanian,Romanian,restaurants,,
roofing,Roofing,homeservices,,
roofinspectors,Roof Inspectors,homeservices,,
rotisserie_chicken,Rotisserie Chicken,restaurants,,
rugs,Rugs,homeandgarden,,
russian,Russian,restaurants,,
rv_dealers,RV Dealers,auto,,
rvparks,RV Parks,hotelstravel,,
rvrental,RV Rental,hotelstravel,,
rvrepair,RV Repair,auto,,
ryokan,Ryokan,hotels,,
safestores,Safe Stores,shopping,,
safetyequipment,Safety Equipment,shopping,,
sailing,Sailing,active,,
sakebars,Sake Bars,bars,,
salad,Salad,restaurants,,
salumerie,Salumerie,food,,
salvadoran,Salvadoran,latin,,
sambaschools,Samba Schools,specialtyschools,,
sandblasting,Sandblasting,localservices,,
sandwiches,Sandwiches,restaurants,,
sardinian,Sardinian,italian,,
saunainstallation,Sauna Installation & Repair,homeservices,,
saunas,Saunas,health,,
scandinavian,Scandinavian,restaurants,,
scandinaviandesign,Scandinavian Design,shopping,,
scavengerhunts,Scavenger Hunts,active,,
schnitzel,Schnitzel,restaurants,,
scooterrentals,Scooter Rentals,active,,
scootertours,Scooter Tours,tours,,
scottish,Scottish,restaurants,,
screen_printing_tshirt_printing,Screen Printing/T-Shirt Printing,localservices,,
screenprinting,Screen Printing,localservices,,
scuba,Scuba Diving,diving,,
seafood,Seafood,restaurants,,
seafoodmarkets,Seafood Markets,gourmet,,
seasonaldecorservices,Holiday Decorating Services,homeservices,,
security,Security Services,professional,,
securitysystems,Security Systems,homeservices,,
selfdefenseclasses,Self-defense Classes,fitness,,
selfstorage,Self Storage,localservices,,
senegalese,Senegalese,african,,
seniorcenters,Senior Centers,active,,
septicservices,Septic Services,localservices,,
serbocroatian,Serbo Croatian,restaurants,,
service_stations,Service Stations,auto,,
servicestations,Gas Stations,auto,,
sessionphotography,Session Photography,photographers,,
sewingalterations,Sewing & Alterations,localservices,,
sextherapists,Sex Therapists,c_and_mh,,
shanghainese,Shanghainese,chinese,,
sharedofficespaces,Shared Office Spaces,realestate,,
sharedtaxis,Shared Taxis,transport,,
shavedice,Shaved Ice,food,,
shavedsnow,Shaved Snow,food,,
shedsandoutdoorstorage,Sheds & Outdoor Storage,homeandgarden,,
shipping_centers,Shipping Centers,localservices,,
shoerepair,Shoe Repair,localservices,,
shoes,Shoe Stores,fashion,,
shoeshine,Shoe Shine,localservices,,
shopping,Shopping,,,
shoppingcenters,Shopping Centers,shopping,,
shoppingpassages,Shopping Passages,shopping,,
shredding,Shredding Services,professional,,
shrines,Shrines,religiousorgs,,
shutters,Shutters,homeservices,,
sicilian,Sicilian,italian,,
signature_cuisine,Signature Cuisine,restaurants,,
signmaking,Signmaking,professional,,
sikhtemples,Sikh Temples,religiousorgs,,
silentdisco,Silent Disco,eventservices,,
singaporean,Singaporean,restaurants,,
skate_parks,Skate Parks,parks,,
skateshops,Skate Shops,sportgoods,,
skatingrinks,Skating Rinks,active,,
skiing,Skiing,active,,
skillednursing,Skilled Nursing,health,,
skincare,Skin Care,beautysvc,,
skiresorts,Ski Resorts,hotelstravel,,
skischools,Ski Schools,specialtyschools,,
skishops,Ski & Snowboard Shops,sportgoods,,
skydiving,Skydiving,active,,
sledding,Sledding,active,,
sleepspecialists,Sleep Specialists,health,,
sleepwear,Sleepwear,fashion,,
slovakian,Slovakian,restaurants,,
smog_check_stations,Smog Check Stations,auto,,
smokehouse,Smokehouse,food,,
smokingareas,Smoking Areas,localservices,,
snorkeling,Snorkeling,active,,
snowremoval,Snow Removal,localservices,,
snuggleservices,Snuggle Services,localservices,,
soba,Soba,japanese,,
social_clubs,Social Clubs,arts,,
socialsecuritylaw,Social Security Law,lawyers,,
softwaredevelopment,Software Development,professional,,
solarinstallation,Solar Installation,homeservices,,
solarpanelcleaning,Solar Panel Cleaning,homeservices,,
somali,Somali,restaurants,,
sommelierservices,Sommelier Services,eventservices,,
sophrologists,Sophrologists,c_and_mh,,
soulfood,Soul Food,restaurants,,
soup,Soup,restaurants,,
southafrican,South African,african,,
southern,Southern,restaurants,,
souvenirs,Souvenir Shops,shopping,,
spanish,Spanish,restaurants,,
spas,Day Spas,beautysvc,,
speakeasies,Speakeasies,bars,,
specialbikes,Special Bikes,bicycles,,
specialed,Special Education,education,,
specialtyschools,Specialty Schools,education,,
speech_therapists,Speech Therapists,health,,
speechtraining,Speech Training,specialtyschools,,
spermclinic,Sperm Clinic,health,,
spinesurgeons,Spine Surgeons,physicians,,
spiritism,Spiritism,religiousorgs,,
spiritual_shop,Spiritual Shop,shopping,,
sport_equipment_hire,Sport Equipment Hire,active,,
sportgoods,Sporting Goods,shopping,,
sports_clubs,Sports Clubs,active,,
sportsbars,Sports Bars,bars,,
sportsbetting,Sports Betting,arts,,
sportsmed,Sports Medicine,physicians,,
sportspsychologists,Sports Psychologists,c_and_mh,,
sportsteams,Professional Sports Teams,arts,,
sportswear,Sports Wear,sportgoods,fashion,
spraytanning,Spray Tanning,tanning,,
squash,Squash,active,,
srilankan,Sri Lankan,restaurants,,
stadiumsarenas,Stadiums & Arenas,arts,,
stationery,Cards & Stationery,eventservices,flowers,artsandcrafts
steak,Steakhouses,restaurants,,
stereo_installation,Car Stereo Installation,auto,,
stockings,Stockings,fashion,,
stonemasons,Stonemasons,localservices,,
streetart,Street Art,arts,,
streetvendors,Street Vendors,food,,
stripclubs,Strip Clubs,adultentertainment,,
stripteasedancers,Striptease Dancers,adultentertainment,,
structuralengineers,Structural Engineers,homeservices,,
stucco,Stucco Services,homeservices,,
studiotaping,Studio Taping,arts,,
sud_ouest,French Southwest,restaurants,,
sugaring,Sugaring,hairremoval,,
sugarshacks,Sugar Shacks,food,,
sukiyaki,Sukiyaki,japanese,,
summer_camps,Summer Camps,active,,
sunglasses,Sunglasses,opticians,,
supperclubs,Supper Clubs,restaurants,,
suppliesrestaurant,Restaurant Supplies,wholesalers,,
surfing,Surfing,active,,
surflifesaving,Surf Lifesaving,active,,
surfschools,Surf Schools,specialtyschools,,
surfshop,Surf Shop,fashion,,
surgeons,Surgeons,physicians,,
sushi,Sushi Bars,restaurants,,
swabian,Swabian,restaurants,,
swedish,Swedish,restaurants,,
swimminglessons,Swimming Lessons/Schools,specialtyschools,fitness,
swimmingpools,Swimming Pools,active,,
swimwear,Swimwear,fashion,,
swissfood,Swiss Food,restaurants,,
synagogues,Synagogues,religiousorgs,,
syrian,Syrian,restaurants,,
szechuan,Szechuan,chinese,,
tabac,Tabac,bars,,
tabernas,Tabernas,restaurants,,
tablaoflamenco,Tablao Flamenco,arts,,
tabletopgames,Tabletop Games,shopping,,
tableware,Tableware,homeandgarden,,
tacos,Tacos,mexican,,
taekwondo,Taekwondo,martialarts,,
taichi,Tai Chi,fitness,,
taiwanese,Taiwanese,restaurants,,
taiyaki,Taiyaki,jpsweets,,
takoyaki,Takoyaki,japanese,,
talentagencies,Talent Agencies,professional,,
tamales,Tamales,mexican,,
tanning,Tanning,beautysvc,,
tanningbeds,Tanning Beds,tanning,,
taoisttemples,Taoist Temples,religiousorgs,,
tapas,Tapas Bars,restaurants,,
tapasmallplates,Tapas/Small Plates,restaurants,,
tastingclasses,Tasting Classes,education,,
tattoo,Tattoo,beautysvc,,
tattooremoval,Tattoo Removal,physicians,,
tavolacalda,Tavola Calda,restaurants,,
taxidermy,Taxidermy,professional,,
taxis,Taxis,transport,,
taxlaw,Tax Law,lawyers,,
taxoffice,Tax Office,publicservicesgovt,,
taxservices,Tax Services,financialservices,,
tcm,Traditional Chinese Medicine,health,,
tea,Tea Rooms,food,,
teachersupplies,Teacher Supplies,shopping,,
teambuilding,Team Building Activities,eventservices,,
teethwhitening,Teeth Whitening,beautysvc,,
telecommunications,Telecommunications,itservices,,
televisionserviceproviders,Television Service Providers,homeservices,,
televisionstations,Television Stations,massmedia,,
tempura,Tempura,japanese,,
tenantlaw,Tenant and Eviction Law,professional,,
tennis,Tennis,active,,
teochew,Teochew,chinese,,
teppanyaki,Teppanyaki,japanese,,
testprep,Test Preparation,education,,
tex-mex,Tex-Mex,restaurants,,
thai,Thai,restaurants,,
theater,Performing Arts,arts,,
themedcafes,Themed Cafes,cafes,,
threadingservices,Threading Services,hairremoval,,
thrift_stores,Thrift Stores,shopping,,
tickets,Tickets,shopping,,
ticketsales,Ticket Sales,arts,,
tikibars,Tiki Bars,bars,,
tiling,Tiling,homeservices,,
tires,Tires,auto,,
titleloans,Title Loans,financialservices,,
tobaccoshops,Tobacco Shops,shopping,,
tofu,Tofu Shops,gourmet,,
tonkatsu,Tonkatsu,japanese,,
torshi,Torshi,food,,
tortillas,Tortillas,food,,
tours,Tours,hotelstravel,,
towing,Towing,auto,,
towncarservice,Town Car Service,transport,,
townhall,Town Hall,publicservicesgovt,,
toxicologists,Toxicologists,physicians,,
toys,Toy Stores,shopping,,
tradamerican,American (Traditional),restaurants,,
tradclothing,Traditional Clothing,fashion,,
tradefairs,Trade Fairs,festivals,,
traditional_swedish,Traditional Swedish,restaurants,,
trafficschools,Traffic Schools,specialtyschools,,
trafficticketinglaw,Traffic Ticketing Law,lawyers,,
trailerdealers,Trailer Dealers,auto,,
trailerrental,Trailer Rental,auto,,
